"PROPNUM","P_DATE","OIL","GAS","WATER","DAYSON"
"B4KKJ6WARG","1976-01-31 00:00:00",,928,,
"B4KKJ6WARG","1976-02-29 00:00:00",,612,,
"B4KKJ6WARG","1976-03-31 00:00:00",,620,,
"B4KKJ6WARG","1976-04-30 00:00:00",,209,,
"B4KKJ6WARG","1976-05-31 00:00:00",,366,,
"B4KKJ6WARG","1976-06-30 00:00:00",,393,,
"B4KKJ6WARG","1976-07-31 00:00:00",,52,,
"B4KKJ6WARG","1976-08-31 00:00:00",,570,,
"B4KKJ6WARG","1976-09-30 00:00:00",,697,,
"B4KKJ6WARG","1976-10-31 00:00:00",,282,,
"B4KKJ6WARG","1976-11-30 00:00:00",,585,,
"B4KKJ6WARG","1976-12-31 00:00:00",,646,,
"B4KKJ6WARG","1977-01-31 00:00:00",,445,,
"B4KKJ6WARG","1977-02-28 00:00:00",,850,,
"B4KKJ6WARG","1977-03-31 00:00:00",,1209,,
"B4KKJ6WARG","1977-04-30 00:00:00",,701,,
"B4KKJ6WARG","1977-05-31 00:00:00",,988,,
"B4KKJ6WARG","1977-06-30 00:00:00",,621,,
"B4KKJ6WARG","1977-07-31 00:00:00",,1084,,
"B4KKJ6WARG","1977-08-31 00:00:00",,363,,
"B4KKJ6WARG","1977-09-30 00:00:00",,1178,,
"B4KKJ6WARG","1977-10-31 00:00:00",,1167,,
"B4KKJ6WARG","1977-11-30 00:00:00",,935,,
"B4KKJ6WARG","1977-12-31 00:00:00",,1125,,
"B4KKJ6WARG","1978-01-31 00:00:00",,767,,
"B4KKJ6WARG","1978-02-28 00:00:00",,900,,
"B4KKJ6WARG","1978-03-31 00:00:00",,188,,
"B4KKJ6WARG","1978-04-30 00:00:00",,886,,
"B4KKJ6WARG","1978-05-31 00:00:00",,951,,
"B4KKJ6WARG","1978-06-30 00:00:00",,795,,
"B4KKJ6WARG","1978-07-31 00:00:00",,946,,
"B4KKJ6WARG","1978-08-31 00:00:00",,682,,
"B4KKJ6WARG","1978-09-30 00:00:00",,654,,
"B4KKJ6WARG","1978-10-31 00:00:00",,818,,
"B4KKJ6WARG","1978-11-30 00:00:00",,793,,
"B4KKJ6WARG","1978-12-31 00:00:00",,659,,
"B4KKJ6WARG","1979-01-31 00:00:00",,763,,
"B4KKJ6WARG","1979-02-28 00:00:00",,453,,
"B4KKJ6WARG","1979-03-31 00:00:00",,170,,
"B4KKJ6WARG","1979-04-30 00:00:00",,567,,
"B4KKJ6WARG","1979-05-31 00:00:00",,403,,
"B4KKJ6WARG","1979-06-30 00:00:00",,451,,
"B4KKJ6WARG","1979-07-31 00:00:00",,692,,
"B4KKJ6WARG","1979-08-31 00:00:00",,297,,
"B4KKJ6WARG","1979-09-30 00:00:00",,431,,
"B4KKJ6WARG","1979-10-31 00:00:00",,361,,
"B4KKJ6WARG","1979-11-30 00:00:00",,310,,
"B4KKJ6WARG","1979-12-31 00:00:00",,73,,
"B4KKJ6WARG","1980-01-31 00:00:00",,731,,
"B4KKJ6WARG","1980-02-29 00:00:00",,129,,
"B4KKJ6WARG","1980-03-31 00:00:00",,207,,
"B4KKJ6WARG","1980-04-30 00:00:00",,465,,
"B4KKJ6WARG","1980-05-31 00:00:00",,229,,
"B4KKJ6WARG","1980-06-30 00:00:00",,668,,
"B4KKJ6WARG","1980-07-31 00:00:00",,586,,
"B4KKJ6WARG","1980-08-31 00:00:00",,376,,
"B4KKJ6WARG","1980-09-30 00:00:00",,752,,
"B4KKJ6WARG","1980-10-31 00:00:00",,1008,,
"B4KKJ6WARG","1980-11-30 00:00:00",,911,,
"B4KKJ6WARG","1980-12-31 00:00:00",,1011,,
"B4KKJ6WARG","1981-01-31 00:00:00",,341,,
"B4KKJ6WARG","1981-02-28 00:00:00",,549,,
"B4KKJ6WARG","1981-03-31 00:00:00",,1011,,
"B4KKJ6WARG","1981-04-30 00:00:00",,1337,,
"B4KKJ6WARG","1981-05-31 00:00:00",,1187,,
"B4KKJ6WARG","1981-06-30 00:00:00",,687,,
"B4KKJ6WARG","1981-07-31 00:00:00",,1002,,
"B4KKJ6WARG","1981-08-31 00:00:00",,729,,
"B4KKJ6WARG","1981-09-30 00:00:00",,571,,
"B4KKJ6WARG","1981-10-31 00:00:00",,1218,,
"B4KKJ6WARG","1981-11-30 00:00:00",,938,,
"B4KKJ6WARG","1981-12-31 00:00:00",,784,,
"B4KKJ6WARG","1982-01-31 00:00:00",,1507,,
"B4KKJ6WARG","1982-02-28 00:00:00",,931,,
"B4KKJ6WARG","1982-03-31 00:00:00",,573,,
"B4KKJ6WARG","1982-04-30 00:00:00",,946,,
"B4KKJ6WARG","1982-05-31 00:00:00",,1404,,
"B4KKJ6WARG","1982-06-30 00:00:00",,1722,,
"B4KKJ6WARG","1982-07-31 00:00:00",,694,,
"B4KKJ6WARG","1982-08-31 00:00:00",,1241,,
"B4KKJ6WARG","1982-09-30 00:00:00",,423,,
"B4KKJ6WARG","1982-10-31 00:00:00",,1863,,
"B4KKJ6WARG","1982-11-30 00:00:00",,843,,
"B4KKJ6WARG","1982-12-31 00:00:00",,0,,
"B4KKJ6WARG","1983-01-31 00:00:00",,842,,
"B4KKJ6WARG","1983-02-28 00:00:00",,3,,
"B4KKJ6WARG","1983-03-31 00:00:00",,1143,,
"B4KKJ6WARG","1983-04-30 00:00:00",,294,,
"B4KKJ6WARG","1983-05-31 00:00:00",,905,,
"B4KKJ6WARG","1983-06-30 00:00:00",,93,,
"B4KKJ6WARG","1983-07-31 00:00:00",,106,,
"B4KKJ6WARG","1983-08-31 00:00:00",,473,,
"B4KKJ6WARG","1983-09-30 00:00:00",,251,,
"B4KKJ6WARG","1983-10-31 00:00:00",,724,,
"B4KKJ6WARG","1983-11-30 00:00:00",,669,,
"B4KKJ6WARG","1983-12-31 00:00:00",,352,,
"B4KKJ6WARG","1984-01-31 00:00:00",,464,,
"B4KKJ6WARG","1984-02-29 00:00:00",,736,,
"B4KKJ6WARG","1984-03-31 00:00:00",,407,,
"B4KKJ6WARG","1984-04-30 00:00:00",,932,,
"B4KKJ6WARG","1984-05-31 00:00:00",,903,,
"B4KKJ6WARG","1984-06-30 00:00:00",,874,,
"B4KKJ6WARG","1984-07-31 00:00:00",,136,,
"B4KKJ6WARG","1984-08-31 00:00:00",,369,,
"B4KKJ6WARG","1984-09-30 00:00:00",,105,,
"B4KKJ6WARG","1984-10-31 00:00:00",,680,,
"B4KKJ6WARG","1984-11-30 00:00:00",,797,,
"B4KKJ6WARG","1984-12-31 00:00:00",,964,,
"B4KKJ6WARG","1985-01-31 00:00:00",,74,,
"B4KKJ6WARG","1985-02-28 00:00:00",,25,,
"B4KKJ6WARG","1985-03-31 00:00:00",,639,,
"B4KKJ6WARG","1985-04-30 00:00:00",,674,,
"B4KKJ6WARG","1985-05-31 00:00:00",,720,,
"B4KKJ6WARG","1985-06-30 00:00:00",,570,,
"B4KKJ6WARG","1985-07-31 00:00:00",,9,,
"B4KKJ6WARG","1985-08-31 00:00:00",,2,,
"B4KKJ6WARG","1985-09-30 00:00:00",,0,,
"B4KKJ6WARG","1985-10-31 00:00:00",,0,,
"B4KKJ6WARG","1985-11-30 00:00:00",,444,,
"B4KKJ6WARG","1985-12-31 00:00:00",,68,,
"B4KKJ6WARG","1986-01-31 00:00:00",,745,,
"B4KKJ6WARG","1986-02-28 00:00:00",,837,,
"B4KKJ6WARG","1986-03-31 00:00:00",,154,,
"B4KKJ6WARG","1986-04-30 00:00:00",,0,,
"B4KKJ6WARG","1986-05-31 00:00:00",,0,,
"B4KKJ6WARG","1986-06-30 00:00:00",,111,,
"B4KKJ6WARG","1986-07-31 00:00:00",,206,,
"B4KKJ6WARG","1986-08-31 00:00:00",,87,,
"B4KKJ6WARG","1986-09-30 00:00:00",,119,,
"B4KKJ6WARG","1986-10-31 00:00:00",,34,,
"B4KKJ6WARG","1986-11-30 00:00:00",,0,,
"B4KKJ6WARG","1986-12-31 00:00:00",,46,,
"B4KKJ6WARG","1987-01-31 00:00:00",,748,,
"B4KKJ6WARG","1987-02-28 00:00:00",,1100,,
"B4KKJ6WARG","1987-03-31 00:00:00",,734,,
"B4KKJ6WARG","1987-04-30 00:00:00",,858,,
"B4KKJ6WARG","1987-05-31 00:00:00",,400,,
"B4KKJ6WARG","1987-06-30 00:00:00",,56,,
"B4KKJ6WARG","1987-07-31 00:00:00",,0,,
"B4KKJ6WARG","1987-08-31 00:00:00",,701,,
"B4KKJ6WARG","1987-09-30 00:00:00",,101,,
"B4KKJ6WARG","1987-10-31 00:00:00",,166,,
"B4KKJ6WARG","1987-11-30 00:00:00",,474,,
"B4KKJ6WARG","1987-12-31 00:00:00",,1429,,
"B4KKJ6WARG","1988-01-31 00:00:00",,476,,
"B4KKJ6WARG","1988-02-29 00:00:00",,1106,,
"B4KKJ6WARG","1988-03-31 00:00:00",,1023,,
"B4KKJ6WARG","1988-04-30 00:00:00",,1137,,
"B4KKJ6WARG","1988-05-31 00:00:00",,177,,
"B4KKJ6WARG","1988-06-30 00:00:00",,0,,
"B4KKJ6WARG","1988-07-31 00:00:00",,74,,
"B4KKJ6WARG","1988-08-31 00:00:00",,0,,
"B4KKJ6WARG","1988-09-30 00:00:00",,671,,
"B4KKJ6WARG","1988-10-31 00:00:00",,0,,
"B4KKJ6WARG","1988-11-30 00:00:00",,0,,
"B4KKJ6WARG","1988-12-31 00:00:00",,1912,,
"B4KKJ6WARG","1989-01-31 00:00:00",,1089,,
"B4KKJ6WARG","1989-02-28 00:00:00",,0,,
"B4KKJ6WARG","1989-03-31 00:00:00",,1153,,
"B4KKJ6WARG","1989-04-30 00:00:00",,168,,
"B4KKJ6WARG","1989-05-31 00:00:00",,89,,
"B4KKJ6WARG","1989-06-30 00:00:00",,1159,,
"B4KKJ6WARG","1989-07-31 00:00:00",,1851,,
"B4KKJ6WARG","1989-08-31 00:00:00",,1137,,
"B4KKJ6WARG","1989-09-30 00:00:00",,990,,
"B4KKJ6WARG","1989-10-31 00:00:00",,1156,,
"B4KKJ6WARG","1989-11-30 00:00:00",,829,,
"B4KKJ6WARG","1989-12-31 00:00:00",,780,,
"B4KKJ6WARG","1990-01-31 00:00:00",,1520,,
"B4KKJ6WARG","1990-02-28 00:00:00",,398,,
"B4KKJ6WARG","1990-03-31 00:00:00",,749,,
"B4KKJ6WARG","1990-04-30 00:00:00",,446,,
"B4KKJ6WARG","1990-05-31 00:00:00",,648,,
"B4KKJ6WARG","1990-06-30 00:00:00",,485,,
"B4KKJ6WARG","1990-07-31 00:00:00",,781,,
"B4KKJ6WARG","1990-08-31 00:00:00",,738,,
"B4KKJ6WARG","1990-09-30 00:00:00",,4380,,
"B4KKJ6WARG","1990-10-31 00:00:00",,735,,
"B4KKJ6WARG","1990-11-30 00:00:00",,994,,
"B4KKJ6WARG","1990-12-31 00:00:00",,1304,,
"B4KKJ6WARG","1991-01-31 00:00:00",,767,0,
"B4KKJ6WARG","1991-02-28 00:00:00",,545,0,
"B4KKJ6WARG","1991-03-31 00:00:00",,1066,0,
"B4KKJ6WARG","1991-04-30 00:00:00",,429,0,
"B4KKJ6WARG","1991-05-31 00:00:00",,797,0,
"B4KKJ6WARG","1991-06-30 00:00:00",,297,0,
"B4KKJ6WARG","1991-07-31 00:00:00",,666,0,
"B4KKJ6WARG","1991-08-31 00:00:00",,898,0,
"B4KKJ6WARG","1991-09-30 00:00:00",,692,0,
"B4KKJ6WARG","1991-10-31 00:00:00",,757,0,
"B4KKJ6WARG","1991-11-30 00:00:00",,732,0,
"B4KKJ6WARG","1991-12-31 00:00:00",,660,1,
"B4KKJ6WARG","1992-01-31 00:00:00",,988,4,
"B4KKJ6WARG","1992-02-29 00:00:00",,510,4,
"B4KKJ6WARG","1992-03-31 00:00:00",,687,10,
"B4KKJ6WARG","1992-04-30 00:00:00",,3314,0,
"B4KKJ6WARG","1992-05-31 00:00:00",,661,0,
"B4KKJ6WARG","1992-06-30 00:00:00",,570,0,
"B4KKJ6WARG","1992-07-31 00:00:00",,644,0,
"B4KKJ6WARG","1992-08-31 00:00:00",,555,0,
"B4KKJ6WARG","1992-09-30 00:00:00",,524,0,
"B4KKJ6WARG","1992-10-31 00:00:00",,615,0,
"B4KKJ6WARG","1992-11-30 00:00:00",,605,0,
"B4KKJ6WARG","1992-12-31 00:00:00",,487,0,
"B4KKJ6WARG","1993-01-31 00:00:00",,610,,
"B4KKJ6WARG","1993-02-28 00:00:00",,484,,
"B4KKJ6WARG","1993-03-31 00:00:00",,424,,
"B4KKJ6WARG","1993-04-30 00:00:00",,673,,
"B4KKJ6WARG","1993-05-31 00:00:00",,589,,
"B4KKJ6WARG","1993-06-30 00:00:00",,644,,
"B4KKJ6WARG","1993-07-31 00:00:00",,301,,
"B4KKJ6WARG","1993-08-31 00:00:00",,474,,
"B4KKJ6WARG","1993-09-30 00:00:00",,586,,
"B4KKJ6WARG","1993-10-31 00:00:00",,403,,
"B4KKJ6WARG","1993-11-30 00:00:00",,434,,
"B4KKJ6WARG","1993-12-31 00:00:00",,868,,
"B4KKJ6WARG","1994-01-31 00:00:00",0,1090,0,
"B4KKJ6WARG","1994-02-28 00:00:00",0,498,0,
"B4KKJ6WARG","1994-03-31 00:00:00",0,0,0,
"B4KKJ6WARG","1994-04-30 00:00:00",0,358,0,
"B4KKJ6WARG","1994-05-31 00:00:00",0,67,0,
"B4KKJ6WARG","1994-06-30 00:00:00",0,0,0,
"B4KKJ6WARG","1994-07-31 00:00:00",0,0,0,
"B4KKJ6WARG","1994-08-31 00:00:00",0,0,0,
"B4KKJ6WARG","1994-09-30 00:00:00",0,0,0,
"B4KKJ6WARG","1994-10-31 00:00:00",1,1353,0,
"B4KKJ6WARG","1994-11-30 00:00:00",1,1693,74,
"B4KKJ6WARG","1994-12-31 00:00:00",0,2062,59,
"B4KKJ6WARG","1995-01-31 00:00:00",0,966,22,
"B4KKJ6WARG","1995-02-28 00:00:00",0,2012,9,
"B4KKJ6WARG","1995-03-31 00:00:00",0,2022,9,
"B4KKJ6WARG","1995-04-30 00:00:00",0,1736,0,
"B4KKJ6WARG","1995-05-31 00:00:00",0,1766,0,
"B4KKJ6WARG","1995-06-30 00:00:00",1,1574,0,
"B4KKJ6WARG","1995-07-31 00:00:00",6,1802,8,
"B4KKJ6WARG","1995-08-31 00:00:00",22,1461,6,
"B4KKJ6WARG","1995-09-30 00:00:00",5,1411,7,
"B4KKJ6WARG","1995-10-31 00:00:00",5,1230,4,
"B4KKJ6WARG","1995-11-30 00:00:00",13,1235,6,
"B4KKJ6WARG","1995-12-31 00:00:00",11,523,5,
"B4KKJ6WARG","1996-01-31 00:00:00",13,1100,6,
"B4KKJ6WARG","1996-02-29 00:00:00",10,973,5,
"B4KKJ6WARG","1996-03-31 00:00:00",11,1228,6,
"B4KKJ6WARG","1996-04-30 00:00:00",9,1063,5,
"B4KKJ6WARG","1996-05-31 00:00:00",5,1100,5,
"B4KKJ6WARG","1996-06-30 00:00:00",3,980,2,
"B4KKJ6WARG","1996-07-31 00:00:00",7,1158,5,
"B4KKJ6WARG","1996-08-31 00:00:00",6,1084,4,
"B4KKJ6WARG","1996-09-30 00:00:00",6,1068,5,
"B4KKJ6WARG","1996-10-31 00:00:00",10,1103,5,
"B4KKJ6WARG","1996-11-30 00:00:00",4,1023,5,
"B4KKJ6WARG","1996-12-31 00:00:00",3,899,4,
"B4KKJ6WARG","1997-01-31 00:00:00",3,998,6,
"B4KKJ6WARG","1997-02-28 00:00:00",3,875,0,
"B4KKJ6WARG","1997-03-31 00:00:00",8,1085,4,
"B4KKJ6WARG","1997-04-30 00:00:00",4,942,2,
"B4KKJ6WARG","1997-05-31 00:00:00",9,1116,5,
"B4KKJ6WARG","1997-06-30 00:00:00",6,1011,4,
"B4KKJ6WARG","1997-07-31 00:00:00",7,1061,3,
"B4KKJ6WARG","1997-08-31 00:00:00",8,1038,5,
"B4KKJ6WARG","1997-09-30 00:00:00",6,1047,5,
"B4KKJ6WARG","1997-10-31 00:00:00",8,1069,5,
"B4KKJ6WARG","1997-11-30 00:00:00",6,1134,4,
"B4KKJ6WARG","1997-12-31 00:00:00",0,1012,4,
"B4KKJ6WARG","1998-01-31 00:00:00",4,995,4,
"B4KKJ6WARG","1998-02-28 00:00:00",4,909,5,
"B4KKJ6WARG","1998-03-31 00:00:00",7,1028,3,
"B4KKJ6WARG","1998-04-30 00:00:00",6,1051,2,
"B4KKJ6WARG","1998-05-31 00:00:00",7,1044,4,
"B4KKJ6WARG","1998-06-30 00:00:00",5,1044,4,
"B4KKJ6WARG","1998-07-31 00:00:00",5,1062,3,
"B4KKJ6WARG","1998-08-31 00:00:00",6,964,3,
"B4KKJ6WARG","1998-09-30 00:00:00",5,922,4,
"B4KKJ6WARG","1998-10-31 00:00:00",7,942,3,
"B4KKJ6WARG","1998-11-30 00:00:00",7,819,3,
"B4KKJ6WARG","1998-12-31 00:00:00",3,871,3,
"B4KKJ6WARG","1999-01-31 00:00:00",4,960,5,
"B4KKJ6WARG","1999-02-28 00:00:00",5,891,4,
"B4KKJ6WARG","1999-03-31 00:00:00",0,982,4,
"B4KKJ6WARG","1999-04-30 00:00:00",6,956,4,
"B4KKJ6WARG","1999-05-31 00:00:00",4,1012,4,
"B4KKJ6WARG","1999-06-30 00:00:00",8,1002,4,
"B4KKJ6WARG","1999-07-31 00:00:00",6,1032,4,
"B4KKJ6WARG","1999-08-31 00:00:00",7,1022,4,
"B4KKJ6WARG","1999-09-30 00:00:00",7,984,13,
"B4KKJ6WARG","1999-10-31 00:00:00",1,845,2,
"B4KKJ6WARG","1999-11-30 00:00:00",0,1066,4,
"B4KKJ6WARG","1999-12-31 00:00:00",0,110,4,
"B4KKJ6WARG","2000-01-31 00:00:00",0,968,2,
"B4KKJ6WARG","2000-02-29 00:00:00",3,844,4,
"B4KKJ6WARG","2000-03-31 00:00:00",6,871,2,
"B4KKJ6WARG","2000-04-30 00:00:00",9,864,4,
"B4KKJ6WARG","2000-05-31 00:00:00",7,903,3,
"B4KKJ6WARG","2000-06-30 00:00:00",5,862,4,
"B4KKJ6WARG","2000-07-31 00:00:00",7,883,3,
"B4KKJ6WARG","2000-08-31 00:00:00",4,925,3,
"B4KKJ6WARG","2000-09-30 00:00:00",5,959,4,
"B4KKJ6WARG","2000-10-31 00:00:00",4,980,2,
"B4KKJ6WARG","2000-11-30 00:00:00",7,860,3,
"B4KKJ6WARG","2000-12-31 00:00:00",5,814,3,
"B4KKJ6WARG","2001-01-31 00:00:00",3,826,3,
"B4KKJ6WARG","2001-02-28 00:00:00",3,750,2,
"B4KKJ6WARG","2001-03-31 00:00:00",0,919,3,
"B4KKJ6WARG","2001-04-30 00:00:00",0,872,3,
"B4KKJ6WARG","2001-05-31 00:00:00",6,891,5,
"B4KKJ6WARG","2001-06-30 00:00:00",5,888,3,
"B4KKJ6WARG","2001-07-31 00:00:00",6,899,3,
"B4KKJ6WARG","2001-08-31 00:00:00",6,895,3,
"B4KKJ6WARG","2001-09-30 00:00:00",4,890,3,
"B4KKJ6WARG","2001-10-31 00:00:00",4,891,4,
"B4KKJ6WARG","2001-11-30 00:00:00",0,889,3,
"B4KKJ6WARG","2001-12-31 00:00:00",0,874,3,
"B4KKJ6WARG","2002-01-31 00:00:00",0,797,3,
"B4KKJ6WARG","2002-02-28 00:00:00",0,768,4,
"B4KKJ6WARG","2002-03-31 00:00:00",1,785,3,
"B4KKJ6WARG","2002-04-30 00:00:00",5,794,4,
"B4KKJ6WARG","2002-05-31 00:00:00",10,809,3,
"B4KKJ6WARG","2002-06-30 00:00:00",6,737,14,
"B4KKJ6WARG","2002-07-31 00:00:00",1,893,5,
"B4KKJ6WARG","2002-08-31 00:00:00",2,881,4,
"B4KKJ6WARG","2002-09-30 00:00:00",1,896,3,
"B4KKJ6WARG","2002-10-31 00:00:00",0,901,3,
"B4KKJ6WARG","2002-11-30 00:00:00",1,802,5,
"B4KKJ6WARG","2002-12-31 00:00:00",0,328,1,
"B4KKJ6WARG","2003-01-31 00:00:00",7,1120,3,
"B4KKJ6WARG","2003-02-28 00:00:00",2,768,5,
"B4KKJ6WARG","2003-03-31 00:00:00",9,776,3,
"B4KKJBUBSE","1976-01-31 00:00:00",,1986,,
"B4KKJBUBSE","1976-02-29 00:00:00",,1874,,
"B4KKJBUBSE","1976-03-31 00:00:00",,1871,,
"B4KKJBUBSE","1976-04-30 00:00:00",,1810,,
"B4KKJBUBSE","1976-05-31 00:00:00",,1349,,
"B4KKJBUBSE","1976-06-30 00:00:00",,1818,,
"B4KKJBUBSE","1976-07-31 00:00:00",,1883,,
"B4KKJBUBSE","1976-08-31 00:00:00",,1780,,
"B4KKJBUBSE","1976-09-30 00:00:00",,1825,,
"B4KKJBUBSE","1976-10-31 00:00:00",,1838,,
"B4KKJBUBSE","1976-11-30 00:00:00",,1354,,
"B4KKJBUBSE","1976-12-31 00:00:00",,1823,,
"B4KKJBUBSE","1977-01-31 00:00:00",,1835,,
"B4KKJBUBSE","1977-02-28 00:00:00",,1650,,
"B4KKJBUBSE","1977-03-31 00:00:00",,1237,,
"B4KKJBUBSE","1977-04-30 00:00:00",,1882,,
"B4KKJBUBSE","1977-05-31 00:00:00",,1774,,
"B4KKJBUBSE","1977-06-30 00:00:00",,1723,,
"B4KKJBUBSE","1977-07-31 00:00:00",,1626,,
"B4KKJBUBSE","1977-08-31 00:00:00",,1668,,
"B4KKJBUBSE","1977-09-30 00:00:00",,1209,,
"B4KKJBUBSE","1977-10-31 00:00:00",,1629,,
"B4KKJBUBSE","1977-11-30 00:00:00",,2956,,
"B4KKJBUBSE","1977-12-31 00:00:00",,1657,,
"B4KKJBUBSE","1978-01-31 00:00:00",,1674,,
"B4KKJBUBSE","1978-02-28 00:00:00",,1268,,
"B4KKJBUBSE","1978-03-31 00:00:00",,1626,,
"B4KKJBUBSE","1978-04-30 00:00:00",,1544,,
"B4KKJBUBSE","1978-05-31 00:00:00",,1777,,
"B4KKJBUBSE","1978-06-30 00:00:00",,1265,,
"B4KKJBUBSE","1978-07-31 00:00:00",,1638,,
"B4KKJBUBSE","1978-08-31 00:00:00",,1618,,
"B4KKJBUBSE","1978-09-30 00:00:00",,1630,,
"B4KKJBUBSE","1978-10-31 00:00:00",,1625,,
"B4KKJBUBSE","1978-11-30 00:00:00",,1655,,
"B4KKJBUBSE","1978-12-31 00:00:00",,1227,,
"B4KKJBUBSE","1979-01-31 00:00:00",,1633,,
"B4KKJBUBSE","1979-02-28 00:00:00",,1626,,
"B4KKJBUBSE","1979-03-31 00:00:00",,1619,,
"B4KKJBUBSE","1979-04-30 00:00:00",,1195,,
"B4KKJBUBSE","1979-05-31 00:00:00",,1595,,
"B4KKJBUBSE","1979-06-30 00:00:00",,1570,,
"B4KKJBUBSE","1979-07-31 00:00:00",,1565,,
"B4KKJBUBSE","1979-08-31 00:00:00",,1546,,
"B4KKJBUBSE","1979-09-30 00:00:00",,1509,,
"B4KKJBUBSE","1979-10-31 00:00:00",,1110,,
"B4KKJBUBSE","1979-11-30 00:00:00",,1708,,
"B4KKJBUBSE","1979-12-31 00:00:00",,1555,,
"B4KKJBUBSE","1980-01-31 00:00:00",,1576,,
"B4KKJBUBSE","1980-02-29 00:00:00",,1555,,
"B4KKJBUBSE","1980-03-31 00:00:00",,1164,,
"B4KKJBUBSE","1980-04-30 00:00:00",,1527,,
"B4KKJBUBSE","1980-05-31 00:00:00",,1423,,
"B4KKJBUBSE","1980-06-30 00:00:00",,1557,,
"B4KKJBUBSE","1980-07-31 00:00:00",,1474,,
"B4KKJBUBSE","1980-08-31 00:00:00",,846,,
"B4KKJBUBSE","1980-09-30 00:00:00",,1961,,
"B4KKJBUBSE","1980-10-31 00:00:00",,1576,,
"B4KKJBUBSE","1980-11-30 00:00:00",,1129,,
"B4KKJBUBSE","1980-12-31 00:00:00",,1492,,
"B4KKJBUBSE","1981-01-31 00:00:00",,1663,,
"B4KKJBUBSE","1981-02-28 00:00:00",,1604,,
"B4KKJBUBSE","1981-03-31 00:00:00",,1581,,
"B4KKJBUBSE","1981-04-30 00:00:00",,1175,,
"B4KKJBUBSE","1981-05-31 00:00:00",,1556,,
"B4KKJBUBSE","1981-06-30 00:00:00",,945,,
"B4KKJBUBSE","1981-07-31 00:00:00",,949,,
"B4KKJBUBSE","1981-08-31 00:00:00",,1895,,
"B4KKJBUBSE","1981-09-30 00:00:00",,1530,,
"B4KKJBUBSE","1981-10-31 00:00:00",,1641,,
"B4KKJBUBSE","1981-11-30 00:00:00",,1271,,
"B4KKJBUBSE","1981-12-31 00:00:00",,1209,,
"B4KKJBUBSE","1982-01-31 00:00:00",,1228,,
"B4KKJBUBSE","1982-02-28 00:00:00",,1060,,
"B4KKJBUBSE","1982-03-31 00:00:00",,1252,,
"B4KKJBUBSE","1982-04-30 00:00:00",,1096,,
"B4KKJBUBSE","1982-05-31 00:00:00",,730,,
"B4KKJBUBSE","1982-06-30 00:00:00",,1765,,
"B4KKJBUBSE","1982-07-31 00:00:00",,1601,,
"B4KKJBUBSE","1982-08-31 00:00:00",,1488,,
"B4KKJBUBSE","1982-09-30 00:00:00",,1391,,
"B4KKJBUBSE","1982-10-31 00:00:00",,1317,,
"B4KKJBUBSE","1982-11-30 00:00:00",,1491,,
"B4KKJBUBSE","1982-12-31 00:00:00",,1479,,
"B4KKJBUBSE","1983-01-31 00:00:00",,1465,,
"B4KKJBUBSE","1983-02-28 00:00:00",,1292,,
"B4KKJBUBSE","1983-03-31 00:00:00",,1422,,
"B4KKJBUBSE","1983-04-30 00:00:00",,1118,,
"B4KKJBUBSE","1983-05-31 00:00:00",,1222,,
"B4KKJBUBSE","1983-06-30 00:00:00",,244,,
"B4KKJBUBSE","1983-07-31 00:00:00",,130,,
"B4KKJBUBSE","1983-08-31 00:00:00",,0,,
"B4KKJBUBSE","1983-09-30 00:00:00",,0,,
"B4KKJBUBSE","1983-10-31 00:00:00",,108,,
"B4KKJBUBSE","1983-11-30 00:00:00",,216,,
"B4KKJBUBSE","1983-12-31 00:00:00",,2036,,
"B4KKJBUBSE","1984-01-31 00:00:00",,1069,,
"B4KKJBUBSE","1984-02-29 00:00:00",,406,,
"B4KKJBUBSE","1984-03-31 00:00:00",,73,,
"B4KKJBUBSE","1984-04-30 00:00:00",,0,,
"B4KKJBUBSE","1984-05-31 00:00:00",,176,,
"B4KKJBUBSE","1984-06-30 00:00:00",,2661,,
"B4KKJBUBSE","1984-07-31 00:00:00",,2870,,
"B4KKJBUBSE","1984-08-31 00:00:00",,2024,,
"B4KKJBUBSE","1984-09-30 00:00:00",,1403,,
"B4KKJBUBSE","1984-10-31 00:00:00",,145,,
"B4KKJBUBSE","1984-11-30 00:00:00",,972,,
"B4KKJBUBSE","1984-12-31 00:00:00",,2983,,
"B4KKJBUBSE","1985-01-31 00:00:00",,1983,,
"B4KKJBUBSE","1985-02-28 00:00:00",,1569,,
"B4KKJBUBSE","1985-03-31 00:00:00",,495,,
"B4KKJBUBSE","1985-04-30 00:00:00",,239,,
"B4KKJBUBSE","1985-05-31 00:00:00",,703,,
"B4KKJBUBSE","1985-06-30 00:00:00",,3040,,
"B4KKJBUBSE","1985-07-31 00:00:00",,823,,
"B4KKJBUBSE","1985-08-31 00:00:00",,265,,
"B4KKJBUBSE","1985-09-30 00:00:00",,277,,
"B4KKJBUBSE","1985-10-31 00:00:00",,295,,
"B4KKJBUBSE","1985-11-30 00:00:00",,3021,,
"B4KKJBUBSE","1985-12-31 00:00:00",,2185,,
"B4KKJBUBSE","1986-01-31 00:00:00",,1837,,
"B4KKJBUBSE","1986-02-28 00:00:00",,1574,,
"B4KKJBUBSE","1986-03-31 00:00:00",,278,,
"B4KKJBUBSE","1986-04-30 00:00:00",,881,,
