"PROPNUM","P_DATE","OIL","GAS","WATER","DAYSON"
"B4KKSDIDMT","1989-08-31 00:00:00",10,1825,0,
"B4KKSDIDMT","1989-09-30 00:00:00",22,1274,0,
"B4KKSDIDMT","1989-10-31 00:00:00",21,1954,0,
"B4KKSDIDMT","1989-11-30 00:00:00",0,1608,0,
"B4KKSDIDMT","1989-12-31 00:00:00",0,1330,0,
"B4KKSDIDMT","1990-01-31 00:00:00",0,1497,0,
"B4KKSDIDMT","1990-02-28 00:00:00",1,715,0,
"B4KKSDIDMT","1990-03-31 00:00:00",0,0,0,
"B4KKSDIDMT","1990-04-30 00:00:00",0,0,0,
"B4KKSDIDMT","1990-05-31 00:00:00",0,0,0,
"B4KKSDIDMT","1990-06-30 00:00:00",0,0,0,
"B4KKSDIDMT","1990-07-31 00:00:00",0,0,0,
"B4KKSDIDMT","1990-08-31 00:00:00",0,0,0,
"B4KKSDIDMT","1990-09-30 00:00:00",0,0,0,
"B4KKSDIDMT","1990-10-31 00:00:00",0,0,0,
"B4KKSDIDMT","1990-11-30 00:00:00",0,2021,72,
"B4KKSDIDMT","1990-12-31 00:00:00",0,2812,100,
"B4KKSDIDMT","1991-01-31 00:00:00",,0,0,
"B4KKSDIDMT","1991-02-28 00:00:00",,1747,62,
"B4KKSDIDMT","1991-03-31 00:00:00",,1287,46,
"B4KKSDIDMT","1991-04-30 00:00:00",,1418,0,
"B4KKSDIDMT","1991-05-31 00:00:00",,398,0,
"B4KKSDIDMT","1991-06-30 00:00:00",,823,0,
"B4KKSDIDMT","1991-07-31 00:00:00",,182,0,
"B4KKSDIDMT","1991-08-31 00:00:00",,1371,0,
"B4KKSDIDMT","1991-09-30 00:00:00",,234,0,
"B4KKSDIDMT","1991-10-31 00:00:00",,0,0,
"B4KKSDIDMT","1991-11-30 00:00:00",,968,0,
"B4KKSDIDMT","1991-12-31 00:00:00",,680,0,
"B4KKSDIDMT","1992-01-31 00:00:00",0,329,0,
"B4KKSDIDMT","1992-02-29 00:00:00",70,1201,0,
"B4KKSDIDMT","1992-03-31 00:00:00",0,292,0,
"B4KKSDIDMT","1992-04-30 00:00:00",20,2261,0,
"B4KKSDIDMT","1992-05-31 00:00:00",0,1548,0,
"B4KKSDIDMT","1992-06-30 00:00:00",0,895,200,
"B4KKSDIDMT","1992-07-31 00:00:00",0,1798,402,
"B4KKSDIDMT","1992-08-31 00:00:00",0,1783,399,
"B4KKSDIDMT","1992-09-30 00:00:00",22,2005,448,
"B4KKSDIDMT","1992-10-31 00:00:00",0,1449,324,
"B4KKSDIDMT","1992-11-30 00:00:00",36,1885,97,
"B4KKSDIDMT","1992-12-31 00:00:00",10,1633,84,
"B4KKSDIDMT","1993-01-31 00:00:00",30,1723,89,
"B4KKSDIDMT","1993-02-28 00:00:00",18,1069,55,
"B4KKSDIDMT","1993-03-31 00:00:00",13,1433,74,
"B4KKSDIDMT","1993-04-30 00:00:00",0,1061,0,
"B4KKSDIDMT","1993-05-31 00:00:00",0,1246,0,
"B4KKSDIDMT","1993-06-30 00:00:00",0,0,0,
"B4KKSDIDMT","1993-07-31 00:00:00",0,935,0,
"B4KKSDIDMT","1993-08-31 00:00:00",0,821,0,
"B4KKSDIDMT","1993-09-30 00:00:00",0,830,0,
"B4KKSDIDMT","1993-10-31 00:00:00",0,1247,125,
"B4KKSDIDMT","1993-11-30 00:00:00",12,893,89,
"B4KKSDIDMT","1993-12-31 00:00:00",0,0,0,
"B4KKSDIDMT","1994-01-31 00:00:00",0,719,72,
"B4KKSDIDMT","1994-02-28 00:00:00",3,929,93,
"B4KKSDIDMT","1994-03-31 00:00:00",0,270,27,
"B4KKSDIDMT","1994-04-30 00:00:00",0,191,19,
"B4KKSDIDMT","1994-05-31 00:00:00",0,0,0,
"B4KKSDIDMT","1994-06-30 00:00:00",0,0,0,
"B4KKSDIDMT","1994-07-31 00:00:00",0,0,0,
"B4KKSDIDMT","1994-08-31 00:00:00",0,0,0,
"B4KKSDIDMT","1994-09-30 00:00:00",1,187,0,
"B4KKSDIDMT","1994-10-31 00:00:00",0,0,0,
"B4KKSDIDMT","1994-11-30 00:00:00",0,128,0,
"B4KKSDIDMT","1994-12-31 00:00:00",0,4,0,
"B4KKSDIDMT","1995-01-31 00:00:00",,132,,
"B4KKSDIDMT","1995-02-28 00:00:00",,62,,
"B4KKSDIDMT","1995-03-31 00:00:00",,0,,
"B4KKSDIDMT","1995-04-30 00:00:00",,0,,
"B4KKSDIDMT","1995-05-31 00:00:00",,4,,
"B4KKSG4EXA","1990-01-31 00:00:00",0,0,,
"B4KKSG4EXA","1990-02-28 00:00:00",0,0,,
"B4KKSG4EXA","1990-03-31 00:00:00",0,0,,
"B4KKSG4EXA","1990-04-30 00:00:00",0,0,,
"B4KKSG4EXA","1990-05-31 00:00:00",0,0,,
"B4KKSG4EXA","1990-06-30 00:00:00",0,0,,
"B4KKSG4EXA","1990-07-31 00:00:00",0,0,,
"B4KKSG4EXA","1990-08-31 00:00:00",0,0,,
"B4KKSG4EXA","1990-09-30 00:00:00",67,43718,,
"B4KKSG4EXA","1990-10-31 00:00:00",5,56633,,
"B4KKSG4EXA","1990-11-30 00:00:00",38,66281,,
"B4KKSG4EXA","1990-12-31 00:00:00",32,57930,,
"B4KKSG4EXA","1991-01-31 00:00:00",23,54801,0,
"B4KKSG4EXA","1991-02-28 00:00:00",0,37827,0,
"B4KKSG4EXA","1991-03-31 00:00:00",8,47621,0,
"B4KKSG4EXA","1991-04-30 00:00:00",27,41976,0,
"B4KKSG4EXA","1991-05-31 00:00:00",25,34274,963,
"B4KKSG4EXA","1991-06-30 00:00:00",34,33535,942,
"B4KKSG4EXA","1991-07-31 00:00:00",18,32940,925,
"B4KKSG4EXA","1991-08-31 00:00:00",0,21540,605,
"B4KKSG4EXA","1991-09-30 00:00:00",72,31967,898,
"B4KKSG4EXA","1991-10-31 00:00:00",0,29918,840,
"B4KKSG4EXA","1991-11-30 00:00:00",23,25057,464,
"B4KKSG4EXA","1991-12-31 00:00:00",18,26013,482,
"B4KKSG4EXA","1992-01-31 00:00:00",0,8333,154,
"B4KKSG4EXA","1992-02-29 00:00:00",7,5695,105,
"B4KKSG4EXA","1992-03-31 00:00:00",2,5243,97,
"B4KKSG4EXA","1992-04-30 00:00:00",7,2809,7,
"B4KKSG4EXA","1992-05-31 00:00:00",11,1665,4,
"B4KKSG4EXA","1992-06-30 00:00:00",0,4016,9,
"B4KKSG4EXA","1992-07-31 00:00:00",36,12101,29,
"B4KKSG4EXA","1992-08-31 00:00:00",62,11936,28,
"B4KKSG4EXA","1992-09-30 00:00:00",1,10321,176,
"B4KKSG4EXA","1992-10-31 00:00:00",17,40988,697,
"B4KKSG4EXA","1992-11-30 00:00:00",20,31700,873,
"B4KKSG4EXA","1992-12-31 00:00:00",25,29039,799,
"B4KKSG4EXA","1993-01-31 00:00:00",37,28130,774,
"B4KKSG4EXA","1993-02-28 00:00:00",10,22669,624,
"B4KKSG4EXA","1993-03-31 00:00:00",16,24880,685,
"B4KKSG4EXA","1993-04-30 00:00:00",13,20771,572,
"B4KKSG4EXA","1993-05-31 00:00:00",30,25483,460,
"B4KKSG4EXA","1993-06-30 00:00:00",12,27530,497,
"B4KKSG4EXA","1993-07-31 00:00:00",0,15168,274,
"B4KKSG4EXA","1993-08-31 00:00:00",0,14208,257,
"B4KKSG4EXA","1993-09-30 00:00:00",3,14249,257,
"B4KKSG4EXA","1993-10-31 00:00:00",0,14591,264,
"B4KKSG4EXA","1993-11-30 00:00:00",2,8939,132,
"B4KKSG4EXA","1993-12-31 00:00:00",0,4833,72,
"B4KKSG4EXA","1994-01-31 00:00:00",17,4100,61,
"B4KKSG4EXA","1994-02-28 00:00:00",0,4239,63,
"B4KKSG4EXA","1994-03-31 00:00:00",53,6556,97,
"B4KKSG4EXA","1994-04-30 00:00:00",6,3885,58,
"B4KKSG4EXA","1994-05-31 00:00:00",8,4947,73,
"B4KKSG4EXA","1994-06-30 00:00:00",29,18519,95,
"B4KKSG4EXA","1994-07-31 00:00:00",3,5499,28,
"B4KKSG4EXA","1994-08-31 00:00:00",24,22795,117,
"B4KKSG4EXA","1994-09-30 00:00:00",17,25407,131,
"B4KKSG4EXA","1994-10-31 00:00:00",18,21381,110,
"B4KKSG4EXA","1994-11-30 00:00:00",10,28267,146,
"B4KKSG4EXA","1994-12-31 00:00:00",6,24359,125,
"B4KKSG4EXA","1995-01-31 00:00:00",3,22567,116,
"B4KKSG4EXA","1995-02-28 00:00:00",1,18685,96,
"B4KKSG4EXA","1995-03-31 00:00:00",3,19830,102,
"B4KKSG4EXA","1995-04-30 00:00:00",11,18105,93,
"B4KKSG4EXA","1995-05-31 00:00:00",0,18871,1024,
"B4KKSG4EXA","1995-06-30 00:00:00",8,16717,907,
"B4KKSG4EXA","1995-07-31 00:00:00",0,18119,983,
"B4KKSG4EXA","1995-08-31 00:00:00",2,18101,982,
"B4KKSG4EXA","1995-09-30 00:00:00",1,16916,918,
"B4KKSG4EXA","1995-10-31 00:00:00",0,17412,784,
"B4KKSG4EXA","1995-11-30 00:00:00",13,16311,734,
"B4KKSG4EXA","1995-12-31 00:00:00",5,16017,721,
"B4KKSG4EXA","1996-01-31 00:00:00",24,15595,702,
"B4KKSG4EXA","1996-02-29 00:00:00",14,13711,617,
"B4KKSG4EXA","1996-03-31 00:00:00",2,15239,686,
"B4KKSG4EXA","1996-04-30 00:00:00",0,13414,434,
"B4KKSG4EXA","1996-05-31 00:00:00",0,14382,465,
"B4KKSG4EXA","1996-06-30 00:00:00",0,13251,429,
"B4KKSG4EXA","1996-07-31 00:00:00",0,13921,450,
"B4KKSG4EXA","1996-08-31 00:00:00",25,14365,465,
"B4KKSG4EXA","1996-09-30 00:00:00",4,12573,407,
"B4KKSG4EXA","1996-10-31 00:00:00",0,12734,608,
"B4KKSG4EXA","1996-11-30 00:00:00",0,11280,538,
"B4KKSG4EXA","1996-12-31 00:00:00",0,10328,493,
"B4KKSG4EXA","1997-01-31 00:00:00",0,9603,458,
"B4KKSG4EXA","1997-02-28 00:00:00",0,7733,369,
"B4KKSG4EXA","1997-03-31 00:00:00",1,9895,472,
"B4KKSG4EXA","1997-04-30 00:00:00",3,13567,647,
"B4KKSG4EXA","1997-05-31 00:00:00",0,10168,485,
"B4KKSG4EXA","1997-06-30 00:00:00",2,10256,489,
"B4KKSG4EXA","1997-07-31 00:00:00",3,8337,398,
"B4KKSG4EXA","1997-08-31 00:00:00",2,11506,549,
"B4KKSG4EXA","1997-09-30 00:00:00",0,9485,453,
"B4KKSG4EXA","1997-10-31 00:00:00",11,11086,520,
"B4KKSG4EXA","1997-11-30 00:00:00",0,9660,454,
"B4KKSG4EXA","1997-12-31 00:00:00",0,8870,416,
"B4KKSG4EXA","1998-01-31 00:00:00",0,7246,340,
"B4KKSG4EXA","1998-02-28 00:00:00",5,6578,309,
"B4KKSG4EXA","1998-03-31 00:00:00",8,7184,337,
"B4KKSG4EXA","1998-04-30 00:00:00",0,10675,883,
"B4KKSG4EXA","1998-05-31 00:00:00",0,13827,1143,
"B4KKSG4EXA","1998-06-30 00:00:00",0,13352,1104,
"B4KKSG4EXA","1998-07-31 00:00:00",28,11692,967,
"B4KKSG4EXA","1998-08-31 00:00:00",2,12836,1061,
"B4KKSG4EXA","1998-09-30 00:00:00",0,11819,977,
"B4KKSG4EXA","1998-10-31 00:00:00",0,11794,975,
"B4KKSG4EXA","1998-11-30 00:00:00",15,10550,532,
"B4KKSG4EXA","1998-12-31 00:00:00",0,10218,515,
"B4KKSG4EXA","1999-01-31 00:00:00",0,10772,543,
"B4KKSG4EXA","1999-02-28 00:00:00",0,9697,489,
"B4KKSG4EXA","1999-03-31 00:00:00",0,10257,517,
"B4KKSG4EXA","1999-04-30 00:00:00",0,9938,501,
"B4KKSG4EXA","1999-05-31 00:00:00",0,10113,405,
"B4KKSG4EXA","1999-06-30 00:00:00",22,9311,372,
"B4KKSG4EXA","1999-07-31 00:00:00",0,9164,367,
"B4KKSG4EXA","1999-08-31 00:00:00",4,8252,330,
"B4KKSG4EXA","1999-09-30 00:00:00",1,8014,321,
"B4KKSG4EXA","1999-10-31 00:00:00",0,8014,342,
"B4KKSG4EXA","1999-11-30 00:00:00",3,7492,319,
"B4KKSG4EXA","1999-12-31 00:00:00",1,7897,337,
"B4KKSG4EXA","2000-01-31 00:00:00",1,7620,325,
"B4KKSG4EXA","2000-02-29 00:00:00",1,6506,277,
"B4KKSG4EXA","2000-03-31 00:00:00",73,7584,323,
"B4KKSG4EXA","2000-04-30 00:00:00",7,6941,390,
"B4KKSG4EXA","2000-05-31 00:00:00",6,6661,374,
"B4KKSG4EXA","2000-06-30 00:00:00",0,6873,386,
"B4KKSG4EXA","2000-07-31 00:00:00",4,6711,377,
"B4KKSG4EXA","2000-08-31 00:00:00",1,5413,304,
"B4KKSG4EXA","2000-09-30 00:00:00",1,5008,281,
"B4KKSG4EXA","2000-10-31 00:00:00",0,5763,232,
"B4KKSG4EXA","2000-11-30 00:00:00",0,5139,207,
"B4KKSG4EXA","2000-12-31 00:00:00",0,5350,216,
"B4KKSG4EXA","2001-01-31 00:00:00",0,5885,237,
"B4KKSG4EXA","2001-02-28 00:00:00",0,6089,246,
"B4KKSG4EXA","2001-03-31 00:00:00",3,6071,245,
"B4KKSG4EXA","2001-04-30 00:00:00",7,5625,227,
"B4KKSG4EXA","2001-05-31 00:00:00",5,5680,254,
"B4KKSG4EXA","2001-06-30 00:00:00",4,5336,238,
"B4KKSG4EXA","2001-07-31 00:00:00",8,6369,284,
"B4KKSG4EXA","2001-08-31 00:00:00",2,5576,249,
"B4KKSG4EXA","2001-09-30 00:00:00",169,4714,210,
"B4KKSG4EXA","2001-10-31 00:00:00",4,5440,0,
"B4KKSG4EXA","2001-11-30 00:00:00",0,5242,0,
"B4KKSG4EXA","2001-12-31 00:00:00",0,5664,0,
"B4KKSG4EXA","2002-01-31 00:00:00",,5425,,
"B4KKSG4EXA","2002-02-28 00:00:00",,4405,,
"B4KKSG4EXA","2002-03-31 00:00:00",,4075,,
"B4KKSG4EXA","2002-04-30 00:00:00",,3968,,
"B4KKSG4EXA","2002-05-31 00:00:00",,3849,,
"B4KKSG4EXA","2002-06-30 00:00:00",,4232,,
"B4KKSG4EXA","2002-07-31 00:00:00",,4897,,
"B4KKSG4EXA","2002-08-31 00:00:00",,3675,,
"B4KKSG4EXA","2002-09-30 00:00:00",,3238,,
"B4KKSG4EXA","2002-10-31 00:00:00",,3601,,
"B4KKSG4EXA","2002-11-30 00:00:00",,2702,,
"B4KKSG4EXA","2002-12-31 00:00:00",,3429,,
"B4KKSG4EXA","2003-01-31 00:00:00",,3369,,
"B4KKSG4EXA","2003-02-28 00:00:00",,4502,,
"B4KKSG4EXA","2003-03-31 00:00:00",,6364,,
"B4KKSG4EXA","2003-04-30 00:00:00",,6454,,
"B4KKSHMBNO","1990-01-31 00:00:00",0,0,,
"B4KKSHMBNO","1990-02-28 00:00:00",0,0,,
"B4KKSHMBNO","1990-03-31 00:00:00",0,0,,
"B4KKSHMBNO","1990-04-30 00:00:00",0,0,,
"B4KKSHMBNO","1990-05-31 00:00:00",0,0,,
"B4KKSHMBNO","1990-06-30 00:00:00",0,0,,
"B4KKSHMBNO","1990-07-31 00:00:00",0,0,,
"B4KKSHMBNO","1990-08-31 00:00:00",0,0,,
"B4KKSHMBNO","1990-09-30 00:00:00",510,60094,,
"B4KKSHMBNO","1990-10-31 00:00:00",526,61033,,
"B4KKSHMBNO","1990-11-30 00:00:00",490,57518,,
"B4KKSHMBNO","1990-12-31 00:00:00",472,56405,,
"B4KKSHMBNO","1991-01-31 00:00:00",489,56218,0,
"B4KKSHMBNO","1991-02-28 00:00:00",373,50593,0,
"B4KKSHMBNO","1991-03-31 00:00:00",307,37869,0,
"B4KKSHMBNO","1991-04-30 00:00:00",334,37868,0,
"B4KKSHMBNO","1991-05-31 00:00:00",380,47575,498,
"B4KKSHMBNO","1991-06-30 00:00:00",20,3357,35,
"B4KKSHMBNO","1991-07-31 00:00:00",45,4376,46,
"B4KKSHMBNO","1991-08-31 00:00:00",424,45441,476,
"B4KKSHMBNO","1991-09-30 00:00:00",338,41712,437,
"B4KKSHMBNO","1991-10-31 00:00:00",312,39431,552,
"B4KKSHMBNO","1991-11-30 00:00:00",281,39685,556,
"B4KKSHMBNO","1991-12-31 00:00:00",310,42092,589,
"B4KKSHMBNO","1992-01-31 00:00:00",288,39721,556,
"B4KKSHMBNO","1992-02-29 00:00:00",262,37179,521,
"B4KKSHMBNO","1992-03-31 00:00:00",295,40587,568,
"B4KKSHMBNO","1992-04-30 00:00:00",261,38883,544,
"B4KKSHMBNO","1992-05-31 00:00:00",247,35952,138,
"B4KKSHMBNO","1992-06-30 00:00:00",238,33661,130,
"B4KKSHMBNO","1992-07-31 00:00:00",251,34388,132,
"B4KKSHMBNO","1992-08-31 00:00:00",228,32225,124,
"B4KKSHMBNO","1992-09-30 00:00:00",232,30537,118,
"B4KKSHMBNO","1992-10-31 00:00:00",215,29796,115,
"B4KKSHMBNO","1992-11-30 00:00:00",209,28705,273,
"B4KKSHMBNO","1992-12-31 00:00:00",209,29702,283,
"B4KKSHMBNO","1993-01-31 00:00:00",201,30282,288,
"B4KKSHMBNO","1993-02-28 00:00:00",238,24748,236,
"B4KKSHMBNO","1993-03-31 00:00:00",143,27930,266,
"B4KKSHMBNO","1993-04-30 00:00:00",176,25262,240,
"B4KKSHMBNO","1993-05-31 00:00:00",169,23835,167,
"B4KKSHMBNO","1993-06-30 00:00:00",173,24972,175,
"B4KKSHMBNO","1993-07-31 00:00:00",176,25248,177,
"B4KKSHMBNO","1993-08-31 00:00:00",142,24547,172,
"B4KKSHMBNO","1993-09-30 00:00:00",167,23941,168,
"B4KKSHMBNO","1993-10-31 00:00:00",154,23138,162,
"B4KKSHMBNO","1993-11-30 00:00:00",152,20921,266,
"B4KKSHMBNO","1993-12-31 00:00:00",203,32199,410,
"B4KKSHMBNO","1994-01-31 00:00:00",180,29014,369,
"B4KKSHMBNO","1994-02-28 00:00:00",152,23244,296,
"B4KKSHMBNO","1994-03-31 00:00:00",176,25208,321,
"B4KKSHMBNO","1994-04-30 00:00:00",160,24351,53,
"B4KKSHMBNO","1994-05-31 00:00:00",148,21324,47,
"B4KKSHMBNO","1994-06-30 00:00:00",145,21614,47,
"B4KKSHMBNO","1994-07-31 00:00:00",132,20870,46,
"B4KKSHMBNO","1994-08-31 00:00:00",128,18064,40,
"B4KKSHMBNO","1994-09-30 00:00:00",119,18842,41,
"B4KKSHMBNO","1994-10-31 00:00:00",167,23758,52,
"B4KKSHMBNO","1994-11-30 00:00:00",172,26917,59,
"B4KKSHMBNO","1994-12-31 00:00:00",137,26535,58,
"B4KKSHMBNO","1995-01-31 00:00:00",150,25747,56,
"B4KKSHMBNO","1995-02-28 00:00:00",126,21328,47,
"B4KKSHMBNO","1995-03-31 00:00:00",135,23448,51,
"B4KKSHMBNO","1995-04-30 00:00:00",121,22119,417,
"B4KKSHMBNO","1995-05-31 00:00:00",123,23458,443,
"B4KKSHMBNO","1995-06-30 00:00:00",115,21486,405,
"B4KKSHMBNO","1995-07-31 00:00:00",115,18889,356,
"B4KKSHMBNO","1995-08-31 00:00:00",124,19563,369,
"B4KKSHMBNO","1995-09-30 00:00:00",128,21689,409,
"B4KKSHMBNO","1995-10-31 00:00:00",120,21071,291,
"B4KKSHMBNO","1995-11-30 00:00:00",106,17494,242,
"B4KKSHMBNO","1995-12-31 00:00:00",85,16641,230,
"B4KKSHMBNO","1996-01-31 00:00:00",159,19023,263,
"B4KKSHMBNO","1996-02-29 00:00:00",45,15258,211,
"B4KKSHMBNO","1996-03-31 00:00:00",97,17951,248,
"B4KKSHMBNO","1996-04-30 00:00:00",92,16198,305,
"B4KKSHMBNO","1996-05-31 00:00:00",88,14758,278,
"B4KKSHMBNO","1996-06-30 00:00:00",103,15927,300,
"B4KKSHMBNO","1996-07-31 00:00:00",91,16131,303,
"B4KKSHMBNO","1996-08-31 00:00:00",88,16131,303,
"B4KKSHMBNO","1996-09-30 00:00:00",84,16146,304,
"B4KKSHMBNO","1996-10-31 00:00:00",55,15021,291,
"B4KKSHMBNO","1996-11-30 00:00:00",92,14060,273,
"B4KKSHMBNO","1996-12-31 00:00:00",86,15134,294,
"B4KKSHMBNO","1997-01-31 00:00:00",80,14519,282,
"B4KKSHMBNO","1997-02-28 00:00:00",75,12983,252,
"B4KKSHMBNO","1997-03-31 00:00:00",94,14367,279,
"B4KKSHMBNO","1997-04-30 00:00:00",81,13498,262,
"B4KKSHMBNO","1997-05-31 00:00:00",85,13933,61,
"B4KKSHMBNO","1997-06-30 00:00:00",68,12356,54,
"B4KKSHMBNO","1997-07-31 00:00:00",74,13526,60,
"B4KKSHMBNO","1997-08-31 00:00:00",63,12064,53,
"B4KKSHMBNO","1997-09-30 00:00:00",52,13218,58,
"B4KKSHMBNO","1997-10-31 00:00:00",77,13323,247,
"B4KKSHMBNO","1997-11-30 00:00:00",75,13267,246,
"B4KKSHMBNO","1997-12-31 00:00:00",67,13134,243,
"B4KKSHMBNO","1998-01-31 00:00:00",70,12441,230,
"B4KKSHMBNO","1998-02-28 00:00:00",68,11319,210,
"B4KKSHMBNO","1998-03-31 00:00:00",75,11751,218,
"B4KKSHMBNO","1998-04-30 00:00:00",66,11228,208,
"B4KKSHMBNO","1998-05-31 00:00:00",63,11660,0,
"B4KKSHMBNO","1998-06-30 00:00:00",62,10707,0,
"B4KKSHMBNO","1998-07-31 00:00:00",60,11345,0,
"B4KKSHMBNO","1998-08-31 00:00:00",51,11033,0,
"B4KKSHMBNO","1998-09-30 00:00:00",60,11137,0,
"B4KKSHMBNO","1998-10-31 00:00:00",57,11422,153,
"B4KKSHMBNO","1998-11-30 00:00:00",60,10977,147,
"B4KKSHMBNO","1998-12-31 00:00:00",57,10605,142,
"B4KKSHMBNO","1999-01-31 00:00:00",53,10365,139,
"B4KKSHMBNO","1999-02-28 00:00:00",68,10203,136,
"B4KKSHMBNO","1999-03-31 00:00:00",63,11244,150,
"B4KKSHMBNO","1999-04-30 00:00:00",50,10230,137,
"B4KKSHMBNO","1999-05-31 00:00:00",59,10987,218,
"B4KKSHMBNO","1999-06-30 00:00:00",60,10396,206,
"B4KKSHMBNO","1999-07-31 00:00:00",40,9270,184,
"B4KKSHMBNO","1999-08-31 00:00:00",53,10842,215,
"B4KKSHMBNO","1999-09-30 00:00:00",49,10213,203,
"B4KKSHMBNO","1999-10-31 00:00:00",50,10006,198,
"B4KKSHMBNO","1999-11-30 00:00:00",45,8230,163,
"B4KKSHMBNO","1999-12-31 00:00:00",51,10805,231,
"B4KKSHMBNO","2000-01-31 00:00:00",49,8451,180,
"B4KKSHMBNO","2000-02-29 00:00:00",59,9686,207,
"B4KKSHMBNO","2000-03-31 00:00:00",44,9473,202,
"B4KKSHMBNO","2000-04-30 00:00:00",51,9250,197,
"B4KKSHMBNO","2000-05-31 00:00:00",35,8829,188,
"B4KKSHMBNO","2000-06-30 00:00:00",60,5959,145,
"B4KKSHMBNO","2000-07-31 00:00:00",0,8726,213,
"B4KKSHMBNO","2000-08-31 00:00:00",2,4787,117,
"B4KKSHMBNO","2000-09-30 00:00:00",80,9193,224,
"B4KKSHMBNO","2000-10-31 00:00:00",34,8708,212,
"B4KKSHMBNO","2000-11-30 00:00:00",45,9074,0,
"B4KKSHMBNO","2000-12-31 00:00:00",1,7360,0,
"B4KKSHMBNO","2001-01-31 00:00:00",0,5274,0,
"B4KKSHMBNO","2001-02-28 00:00:00",47,8626,0,
"B4KKSHMBNO","2001-03-31 00:00:00",87,8779,0,
"B4KKSHMBNO","2001-04-30 00:00:00",65,8134,0,
"B4KKSHMBNO","2001-05-31 00:00:00",46,7622,0,
"B4KKSHMBNO","2001-06-30 00:00:00",0,8072,429,
"B4KKSHMBNO","2001-07-31 00:00:00",79,9054,481,
"B4KKSHMBNO","2001-08-31 00:00:00",0,8830,469,
"B4KKSHMBNO","2001-09-30 00:00:00",5,8368,445,
"B4KKSHMBNO","2001-10-31 00:00:00",113,8491,451,
"B4KKSHMBNO","2001-11-30 00:00:00",0,6822,222,
"B4KKSHMBNO","2001-12-31 00:00:00",0,3157,103,
"B4KKSHMBNO","2002-01-31 00:00:00",0,7515,244,
"B4KKSHMBNO","2002-02-28 00:00:00",0,4586,149,
"B4KKSHMBNO","2002-03-31 00:00:00",170,9295,302,
"B4KKSHMBNO","2002-04-30 00:00:00",49,8483,275,
"B4KKSHMBNO","2002-05-31 00:00:00",33,7481,243,
"B4KKSHMBNO","2002-06-30 00:00:00",0,7078,160,
"B4KKSHMBNO","2002-07-31 00:00:00",0,6666,151,
"B4KKSHMBNO","2002-08-31 00:00:00",0,5884,133,
"B4KKSHMBNO","2002-09-30 00:00:00",124,7482,169,
"B4KKSHMBNO","2002-10-31 00:00:00",0,6178,139,
"B4KKSHMBNO","2002-11-30 00:00:00",0,7382,137,
"B4KKSHMBNO","2002-12-31 00:00:00",0,7760,144,
"B4KKSHMBNO","2003-01-31 00:00:00",35,7985,148,
"B4KKSHMBNO","2003-02-28 00:00:00",0,6758,125,
"B4KKSHMBNO","2003-03-31 00:00:00",114,8283,153,
"B4KKSHMBNO","2003-04-30 00:00:00",0,6215,115,
"B4KKSI8FY6","1994-01-31 00:00:00",0,0,,
"B4KKSI8FY6","1994-02-28 00:00:00",661,58971,,
"B4KKSI8FY6","1994-03-31 00:00:00",1138,117278,,
"B4KKSI8FY6","1994-04-30 00:00:00",654,106427,,
"B4KKSI8FY6","1994-05-31 00:00:00",478,105030,,
"B4KKSI8FY6","1994-06-30 00:00:00",324,94020,,
"B4KKSI8FY6","1994-07-31 00:00:00",196,77459,,
"B4KKSI8FY6","1994-08-31 00:00:00",140,58379,,
"B4KKSI8FY6","1994-09-30 00:00:00",121,55719,,
"B4KKSI8FY6","1994-10-31 00:00:00",97,48584,,
"B4KKSI8FY6","1994-11-30 00:00:00",30,38410,,
"B4KKSI8FY6","1994-12-31 00:00:00",58,38943,,
"B4KKSI8FY6","1995-01-31 00:00:00",42,32097,0,
"B4KKSI8FY6","1995-02-28 00:00:00",4,27094,0,
"B4KKSI8FY6","1995-03-31 00:00:00",61,33955,0,
"B4KKSI8FY6","1995-04-30 00:00:00",115,48872,0,
"B4KKSI8FY6","1995-05-31 00:00:00",100,46540,807,
"B4KKSI8FY6","1995-06-30 00:00:00",67,34683,602,
"B4KKSI8FY6","1995-07-31 00:00:00",75,37932,658,
"B4KKSI8FY6","1995-08-31 00:00:00",57,31786,551,
"B4KKSI8FY6","1995-09-30 00:00:00",43,30199,524,
"B4KKSI8FY6","1995-10-31 00:00:00",45,29169,609,
"B4KKSI8FY6","1995-11-30 00:00:00",45,26586,555,
"B4KKSI8FY6","1995-12-31 00:00:00",39,26013,543,
"B4KKSI8FY6","1996-01-31 00:00:00",40,23363,488,
"B4KKSI8FY6","1996-02-29 00:00:00",28,21282,444,
"B4KKSI8FY6","1996-03-31 00:00:00",15,21910,457,
"B4KKSI8FY6","1996-04-30 00:00:00",18,21526,369,
"B4KKSI8FY6","1996-05-31 00:00:00",20,21906,375,
"B4KKSI8FY6","1996-06-30 00:00:00",28,20132,345,
"B4KKSI8FY6","1996-07-31 00:00:00",29,21886,375,
"B4KKSI8FY6","1996-08-31 00:00:00",26,19747,338,
"B4KKSI8FY6","1996-09-30 00:00:00",19,18919,324,
"B4KKSI8FY6","1996-10-31 00:00:00",35,19283,495,
"B4KKSI8FY6","1996-11-30 00:00:00",0,16291,418,
"B4KKSI8FY6","1996-12-31 00:00:00",0,17545,451,
"B4KKSI8FY6","1997-01-31 00:00:00",90,17674,454,
